"family","replicate","seed","position","row_id","symbol","group"
"fm",1,1021,182,"gene1066","CES1","FM_13"
"fm",1,1021,183,"gene342510","CD300E","FM_19"
"fm",1,1021,184,"gene2876","GPX1","FM_15"
"fm",1,1021,185,"gene5029","P2RY2","FM_09"
"fm",1,1021,186,"gene1236","CCR7","FM_06"
"fm",1,1021,187,"gene59269","HIVEP3","FM_06"
"fm",1,1021,188,"gene222487","ADGRG3","FM_16"
"fm",1,1021,189,"gene5037","PEBP1","FM_04"
"fm",1,1021,190,"gene4051","CYP4F3","FM_05"
"fm",1,1021,191,"gene23166","STAB1","FM_06"
"fm",1,1021,192,"gene3956","LGALS1","FM_14"
"fm",1,1021,193,"gene27244","SESN1","FM_15"
"fm",1,1021,194,"gene4066","LYL1","FM_09"
"fm",1,1021,195,"gene6283","S100A12","FM_14"
"fm",1,1021,196,"gene604","BCL6","FM_02"
"fm",1,1021,197,"gene3553","IL1B","FM_10"
"fm",1,1021,198,"gene9148","NEURL1","FM_04"
"fm",1,1021,199,"gene1240","CMKLR1","FM_02"
"fm",1,1021,200,"gene2180","ACSL1","FM_05"
"fm",1,1021,201,"gene8972","MGAM","FM_07"
"fm",1,1021,202,"gene1808","DPYSL2","FM_03"
"fm",1,1021,203,"gene2353","FOS","FM_17"
"fm",1,1021,204,"gene1521","CTSW","FM_03"
"fm",1,1021,205,"gene5920","PLAAT4","FM_12"
"fm",1,1021,206,"gene6319","SCD","FM_02"
"fm",1,1021,207,"gene973","CD79A","FM_08"
"fm",1,1021,208,"gene9256","TSPOAP1","FM_11"
"fm",1,1021,209,"gene4609","MYC","FM_09"
"fm",1,1021,210,"gene4145","MATK","FM_07"
"fm",1,1021,211,"gene10346","TRIM22","FM_07"
"fm",1,1021,212,"gene3117","HLA-DQA1","FM_12"
"fm",1,1021,213,"gene3934","LCN2","FM_07"
"fm",1,1021,214,"gene23608","MKRN1","FM_14"
"fm",1,1021,215,"gene9435","CHST2","FM_07"
"fm",1,1021,216,"gene1545","CYP1B1","FM_15"
"fm",1,1021,217,"gene92745","SLC38A5","FM_08"
"fm",1,1021,218,"gene2205","FCER1A","FM_04"
"fm",1,1021,219,"gene6133","RPL9","FM_02"
"fm",1,1021,220,"gene4035","LRP1","FM_02"
"fm",1,1021,221,"gene56994","CHPT1","FM_12"
"fm",1,1021,222,"gene338442","HCAR2","FM_09"
"fm",1,1021,223,"gene1053","CEBPE","FM_02"
"fm",1,1021,224,"gene5204","PFDN5","FM_01"
"fm",1,1021,225,"gene93010","B3GNT7","FM_15"
"fm",1,1021,226,"gene3759","KCNJ2","FM_13"
"fm",1,1021,227,"gene9510","ADAMTS1","FM_11"
"fm",1,1021,228,"gene3113","HLA-DPA1","FM_05"
"fm",1,1021,229,"gene10905","MAN1A2","FM_04"
"fm",1,1021,230,"gene3315","HSPB1","FM_06"
"fm",1,1021,231,"gene6193","RPS5","FM_18"
"fm",1,1021,232,"gene7001","PRDX2","FM_03"
"fm",1,1021,233,"gene10602","CDC42EP3","FM_06"
"fm",1,1021,234,"gene6285","S100B","FM_13"
"fm",1,1021,235,"gene196","AHR","FM_06"
"fm",1,1021,236,"gene1524","CX3CR1","FM_11"
"fm",1,1021,237,"gene9588","PRDX6","FM_02"
"fm",1,1021,238,"gene4311","MME","FM_02"
"fm",1,1021,239,"gene55831","EMC3","FM_06"
"fm",1,1021,240,"gene9935","MAFB","FM_05"
"fm",1,1021,241,"gene2015","ADGRE1","FM_01"
"fm",1,1021,242,"gene10435","CDC42EP2","FM_01"
"fm",1,1021,243,"gene2030","SLC29A1","FM_13"
"fm",1,1021,244,"gene4012","LNPEP","FM_07"
"fm",1,1021,245,"gene3162","HMOX1","FM_05"
"fm",1,1021,246,"gene51312","SLC25A37","FM_19"
"fm",1,1021,247,"gene2091","FBL","FM_06"
"fm",1,1021,248,"gene5196","PF4","FM_02"
"fm",1,1021,249,"gene3820","KLRB1","FM_16"
"fm",1,1021,250,"gene23129","PLXND1","FM_11"
"fm",1,1021,251,"gene59283","CACNG8","FM_11"
"fm",1,1021,252,"gene84034","EMILIN2","FM_04"
"fm",1,1021,253,"gene6231","RPS26","FM_20"
"fm",1,1021,254,"gene6235","RPS29","FM_07"
"fm",1,1021,255,"gene90480","GADD45GIP1","FM_13"
"fm",1,1021,256,"gene64407","RGS18","FM_15"
"fm",1,1021,257,"gene5144","PDE4D","FM_04"
"fm",1,1021,258,"gene84333","PCGF5","FM_14"
"fm",1,1021,259,"gene203","AK1","FM_12"
"fm",1,1021,260,"gene3560","IL2RB","FM_09"
"fm",1,1021,261,"gene5866","RAB3IL1","FM_02"
"fm",1,1021,262,"gene925","CD8A","FM_05"
"fm",1,1021,263,"gene939","CD27","FM_08"
"fm",1,1021,264,"gene1028","CDKN1C","FM_08"
"fm",1,1021,265,"gene11224","RPL35","FM_01"
"fm",1,1021,266,"gene7850","IL1R2","FM_12"
"fm",1,1021,267,"gene54438","GFOD1","FM_19"
"fm",1,1021,268,"gene7045","TGFBI","FM_06"
"fm",1,1021,269,"gene83716","CRISPLD2","FM_04"
"fm",1,1021,270,"gene5729","PTGDR","FM_05"
"fm",1,1021,271,"gene2791","GNG11","FM_09"
"fm",1,1021,272,"gene2812","GP1BB","FM_06"
"fm",1,1021,273,"gene3067","HDC","FM_17"
"fm",1,1021,274,"gene1595","CYP51A1","FM_18"
"fm",1,1021,275,"gene54543","TOMM7","FM_13"
"fm",1,1021,276,"gene116844","LRG1","FM_02"
"fm",1,1021,277,"gene7264","GFUS","FM_14"
"fm",1,1021,278,"gene83666","PARP9","FM_08"
"fm",1,1021,279,"gene6222","RPS18","FM_17"
"fm",1,1021,280,"gene9491","PSMF1","FM_12"
"fm",1,1021,281,"gene596","BCL2","FM_10"
"fm",1,1021,282,"gene6234","RPS28","FM_12"
"fm",1,1021,283,"gene2288","FKBP4","FM_20"
"fm",1,1021,284,"gene6590","SLPI","FM_04"
"fm",1,1021,285,"gene896","CCND3","FM_04"
"fm",1,1021,286,"gene3792","KEL","FM_09"
"fm",1,1021,287,"gene259197","NCR3","FM_05"
"fm",1,1021,288,"gene401258","RAB44","FM_14"
"fm",1,1021,289,"gene6208","RPS14","FM_05"
"fm",1,1021,290,"gene8685","MARCO","FM_04"
"fm",1,1021,291,"gene131870","NUDT16","FM_12"
"fm",1,1021,292,"gene8807","IL18RAP","FM_07"
"fm",1,1021,293,"gene27343","POLL","FM_04"
"fm",1,1021,294,"gene8671","SLC4A4","FM_08"
"fm",1,1021,295,"gene100133941","CD24","FM_03"
"fm",1,1021,296,"gene9997","SCO2","FM_10"
"fm",1,1021,297,"gene6510","SLC1A5","FM_04"
"fm",1,1021,298,"gene6708","SPTA1","FM_03"
"fm",1,1021,299,"gene8911","CACNA1I","FM_01"
"fm",1,1021,300,"gene57823","SLAMF7","FM_18"
"fm",1,1021,301,"gene9976","CLEC2B","FM_09"
"fm",1,1021,302,"gene6678","SPARC","FM_01"
"fm",1,1021,303,"gene6223","RPS19","FM_03"
"fm",1,1021,304,"gene1191","CLU","FM_02"
"fm",1,1021,305,"gene23365","ARHGEF12","FM_05"
"fm",1,1021,306,"gene6726","SRP9","FM_12"
"fm",1,1021,307,"gene3122","HLA-DRA","FM_02"
"fm",1,1021,308,"gene926","CD8B","FM_20"
"fm",1,1021,309,"gene6633","SNRPD2","FM_13"
"fm",1,1021,310,"gene81027","TUBB1","FM_01"
"fm",1,1021,311,"gene6773","STAT2","FM_08"
"fm",1,1021,312,"gene6281","S100A10","FM_05"
"fm",1,1021,313,"gene5997","RGS2","FM_04"
"fm",1,1021,314,"gene7226","TRPM2","FM_13"
"fm",1,1021,315,"gene129685","TAF8","FM_03"
"fm",1,1021,316,"gene8460","TPST1","FM_14"
"fm",1,1021,317,"gene4082","MARCKS","FM_02"
"fm",1,1021,318,"gene80097","MZT2B","FM_18"
"fm",1,1021,319,"gene22934","RPIA","FM_05"
"fm",1,1021,320,"gene4354","MPP1","FM_04"
"fm",1,1021,321,"gene388","RHOB","FM_04"
"fm",1,1021,322,"gene9246","UBE2L6","FM_17"
"fm",1,1021,323,"gene7852","CXCR4","FM_14"
"fm",1,1021,324,"gene80310","PDGFD","FM_02"
"fm",1,1021,325,"gene10622","POLR3G","FM_01"
"fm",1,1021,326,"gene10135","NAMPT","FM_18"
"fm",1,1021,327,"gene4778","NFE2","FM_19"
"fm",1,1021,328,"gene160364","CLEC12A","FM_05"
"fm",1,1021,329,"gene1912","PHC2","FM_15"
"fm",1,1021,330,"gene10663","CXCR6","FM_07"
"fm",1,1021,331,"gene9437","NCR1","FM_20"
"fm",1,1021,332,"gene84649","DGAT2","FM_07"
"fm",1,1021,333,"gene2624","GATA2","FM_01"
"fm",1,1021,334,"gene3326","HSP90AB1","FM_06"
"fm",1,1021,335,"gene5079","PAX5","FM_10"
"fm",1,1021,336,"gene5208","PFKFB2","FM_03"
"fm",1,1021,337,"gene353189","SLCO4C1","FM_06"
"fm",1,1021,338,"gene3945","LDHB","FM_06"
"fm",1,1021,339,"gene84174","SLA2","FM_06"
"fm",1,1021,340,"gene3821","KLRC1","FM_07"
"fm",1,1021,341,"gene356","FASLG","FM_12"
"fm",1,1021,342,"gene59352","LGR6","FM_03"
"fm",1,1021,343,"gene6201","RPS7","FM_07"
"fm",1,1021,344,"gene6164","RPL34","FM_04"
"fm",1,1021,345,"gene3921","RPSA","FM_18"
"fm",1,1021,346,"gene3576","CXCL8","FM_13"
"fm",1,1021,347,"gene6227","RPS21","FM_03"
"fm",1,1021,348,"gene7915","ALDH5A1","FM_05"
"fm",1,1021,349,"gene684","BST2","FM_02"
"fm",1,1021,350,"gene80781","COL18A1","FM_12"
"fm",1,1021,351,"gene6934","TCF7L2","FM_13"
"fm",1,1021,352,"gene338440","ANO9","FM_12"
"fm",1,1021,353,"gene80216","ALPK1","FM_18"
"fm",1,1021,354,"gene6515","SLC2A3","FM_03"
"fm",1,1021,355,"gene1933","EEF1B2","FM_11"
"fm",1,1021,356,"gene400916","CHCHD10","FM_01"
"fm",1,1021,357,"gene79689","STEAP4","FM_13"
"fm",1,1021,358,"gene726","CAPN5","FM_14"
"fm",1,1021,359,"gene729359","PLIN4","FM_03"
"fm",1,1021,360,"gene57610","RANBP10","FM_02"
"fm",1,1021,361,"gene4064","CD180","FM_17"
"fm",1,1021,362,"gene25873","RPL36","FM_01"
"fm",1,1021,363,"gene1847","DUSP5","FM_04"
"fm",1,1021,364,"gene8291","DYSF","FM_08"
"fm",1,1021,365,"gene51523","CXXC5","FM_05"
"fm",1,1021,366,"gene3070","HELLS","FM_08"
"fm",1,1021,367,"gene6036","RNASE2","FM_10"
"fm",1,1021,368,"gene11123","RCAN3","FM_02"
"fm",1,1021,369,"gene10581","IFITM2","FM_04"
"fm",1,1021,370,"gene50509","COL5A3","FM_03"
"fm",1,1021,371,"gene9975","NR1D2","FM_02"
"fm",1,1021,372,"gene5464","PPA1","FM_06"
"fm",1,1021,373,"gene140803","TRPM6","FM_01"
"fm",1,1021,374,"gene6846","XCL2","FM_01"
"fm",1,1021,375,"gene4537","MT-ND3","FM_14"
"fm",1,1021,376,"gene3490","IGFBP7","FM_17"
"fm",1,1021,377,"gene84766","CRACR2A","FM_03"
"fm",1,1021,378,"gene944","TNFSF8","FM_02"
"fm",1,1021,379,"gene366","AQP9","FM_12"
"fm",1,1021,380,"gene9934","P2RY14","FM_04"
"fm",1,1021,381,"gene7846","TUBA1A","FM_12"
"fm",1,1021,382,"gene6478","SIAH2","FM_07"
"fm",1,1021,383,"gene6171","RPL41","FM_04"
"fm",1,1021,384,"gene6152","RPL24","FM_11"
"fm",1,1021,385,"gene360","AQP3","FM_09"
"fm",1,1021,386,"gene2214","FCGR3A","FM_06"
"fm",1,1021,387,"gene3004","GZMM","FM_11"
"fm",1,1021,388,"gene5494","PPM1A","FM_07"
"fm",1,1021,389,"gene1232","CCR3","FM_04"
"fm",1,1021,390,"gene4953","ODC1","FM_15"
"fm",1,1021,391,"gene3274","HRH2","FM_05"
"fm",1,1021,392,"gene5577","PRKAR2B","FM_13"
"fm",1,1021,393,"gene9254","CACNA2D2","FM_11"
"fm",1,1021,394,"gene915","CD3D","FM_02"
"fm",1,1021,395,"gene3123","HLA-DRB1","FM_16"
"fm",1,1021,396,"gene154","ADRB2","FM_04"
"fm",1,1021,397,"gene929","CD14","FM_10"
"fm",1,1021,398,"gene3577","CXCR1","FM_01"
"fm",1,1021,399,"gene1880","GPR183","FM_06"
"fm",1,1021,400,"gene6204","RPS10","FM_13"
"fm",1,1021,401,"gene6224","RPS20","FM_20"
"fm",1,1021,402,"gene126231","ZNF573","FM_13"
"fm",1,1021,403,"gene57514","ARHGAP31","FM_06"
"fm",1,1021,404,"gene31","ACACA","FM_07"
"fm",1,1021,405,"gene1870","E2F2","FM_06"
"fm",1,1021,406,"gene10449","ACAA2","FM_10"
"fm",1,1021,407,"gene114907","FBXO32","FM_14"
"fm",1,1021,408,"gene6139","RPL17","FM_03"
"fm",1,1021,409,"gene79887","PLBD1","FM_10"
"fm",1,1021,410,"gene2793","GNGT2","FM_04"
"fm",1,1021,411,"gene2059","EPS8","FM_01"
"fm",1,1021,412,"gene8334","H2AC6","FM_13"
"fm",1,1021,413,"gene3613","IMPA2","FM_01"
"fm",1,1021,414,"gene170622","COMMD6","FM_15"
"fm",1,1021,415,"gene2550","GABBR1","FM_05"
"fm",1,1021,416,"gene3572","IL6ST","FM_17"
"fm",1,1021,417,"gene2950","GSTP1","FM_13"
"fm",1,1021,418,"gene2081","ERN1","FM_06"
"fm",1,1021,419,"gene4792","NFKBIA","FM_07"
"fm",1,1021,420,"gene9398","CD101","FM_05"
"fm",1,1021,421,"gene3028","HSD17B10","FM_09"
"fm",1,1021,422,"gene6241","RRM2","FM_02"
"fm",1,1021,423,"gene23401","FRAT2","FM_17"
"fm",1,1021,424,"gene8794","TNFRSF10C","FM_06"
"fm",1,1021,425,"gene22800","RRAS2","FM_04"
"fm",1,1021,426,"gene3398","ID2","FM_12"
"fm",1,1021,427,"gene4068","SH2D1A","FM_10"
"fm",1,1021,428,"gene6286","S100P","FM_02"
"fm",1,1021,429,"gene157285","PRAG1","FM_16"
"fm",1,1021,430,"gene3340","NDST1","FM_07"
"fm",1,1021,431,"gene85441","HELZ2","FM_12"
"fm",1,1021,432,"gene6144","RPL21","FM_04"
"fm",1,1021,433,"gene8638","OASL","FM_04"
"fm",1,1021,434,"gene54407","SLC38A2","FM_18"
"fm",1,1021,435,"gene81794","ADAMTS10","FM_09"
"fm",1,1021,436,"gene6272","SORT1","FM_13"
"fm",1,1021,437,"gene445582","POTEE","FM_03"
"fm",1,1021,438,"gene1345","COX6C","FM_13"
"fm",1,1021,439,"gene6146","RPL22","FM_07"
"fm",1,1021,440,"gene514","ATP5F1E","FM_09"
"fm",1,1021,441,"gene6155","RPL27","FM_10"
"fm",1,1021,442,"gene6160","RPL31","FM_02"
"fm",1,1021,443,"gene162966","ZNF600","FM_09"
"fm",1,1021,444,"gene3728","JUP","FM_07"
"fm",1,1021,445,"gene26289","AK5","FM_05"
"fm",1,1021,446,"gene2768","GNA12","FM_04"
"fm",1,1021,447,"gene26268","FBXO9","FM_06"
"fm",1,1021,448,"gene6647","SOD1","FM_16"
"fm",1,1021,449,"gene7320","UBE2B","FM_08"
"fm",1,1021,450,"gene3430","IFI35","FM_08"
"fm",1,1021,451,"gene389","RHOC","FM_01"
"fm",1,1021,452,"gene4261","CIITA","FM_08"
"fm",1,1021,453,"gene65018","PINK1","FM_03"
"fm",1,1021,454,"gene146850","PIK3R6","FM_14"
"fm",1,1021,455,"gene301","ANXA1","FM_06"
"fm",1,1021,456,"gene63893","UBE2O","FM_02"
"fm",1,1021,457,"gene6886","TAL1","FM_13"
"fm",1,1021,458,"gene54498","SMOX","FM_05"
"fm",1,1021,459,"gene57630","SH3RF1","FM_10"
"fm",1,1021,460,"gene1471","CST3","FM_19"
"fm",1,1021,461,"gene56005","MYDGF","FM_10"
"fm",1,1021,462,"gene8536","CAMK1","FM_01"
"fm",1,1021,463,"gene10219","KLRG1","FM_06"
"fm",1,1021,464,"gene5052","PRDX1","FM_14"
"fm",1,1021,465,"gene838","CASP5","FM_15"
"fm",1,1021,466,"gene682","BSG","FM_10"
"fm",1,1021,467,"gene3164","NR4A1","FM_01"
"fm",1,1021,468,"gene1475","CSTA","FM_19"
"fm",1,1021,469,"gene5610","EIF2AK2","FM_02"
"fm",1,1021,470,"gene6352","CCL5","FM_06"
"fm",1,1021,471,"gene2634","GBP2","FM_14"
"fm",1,1021,472,"gene5721","PSME2","FM_06"
"fm",1,1021,473,"gene127933","UHMK1","FM_11"
"fm",1,1021,474,"gene6168","RPL37A","FM_20"
"fm",1,1021,475,"gene3115","HLA-DPB1","FM_18"
"fm",1,1021,476,"gene8718","TNFRSF25","FM_19"
"fm",1,1021,477,"gene80727","TTYH3","FM_10"
"fm",1,1021,478,"gene221472","FGD2","FM_06"
"fm",1,1021,479,"gene1350","COX7C","FM_01"
"fm",1,1021,480,"gene6641","SNTB1","FM_06"
"fm",1,1021,481,"gene4900","NRGN","FM_17"
"fm",1,1021,482,"gene5141","PDE4A","FM_11"
"fm",1,1021,483,"gene5027","P2RX7","FM_18"
"fm",1,1021,484,"gene219333","USP12","FM_10"
"fm",1,1021,485,"gene302","ANXA2","FM_04"
"fm",1,1021,486,"gene4353","MPO","FM_08"
